chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'1'	4004000	4018000	1031	1.7101923110569032e-09	8.831918540525577e-10	2.2347539718320943e-09
b'1'	4018000	4032000	323	1.1813113685091976e-09	4.169773599241984e-10	1.9087720768477098e-09
b'1'	4032000	4046000	669	1.6215181157311919e-09	7.448640719290866e-10	2.1535959197697143e-09
b'1'	4046000	4060000	1031	2.9404815777142698e-09	2.2101052571796383e-09	3.2718951631780054e-09
b'1'	4060000	4074000	1481	5.589763281358955e-10	1.0932155361004162e-10	1.5112687508315728e-09
b'1'	4074000	4088000	1130	5.187213354775847e-10	1.2881966619326426e-10	1.4609132183243061e-09
b'1'	4088000	4102000	711	3.742233324784468e-10	7.318971500042755e-11	1.292107434536955e-09
b'1'	4102000	4116000	1254	2.4334450042938335e-10	0	1.1584034901216246e-09
b'1'	4116000	4130000	946	5.894546559370018e-10	7.227711070305299e-11	1.5427542618583889e-09
b'1'	4130000	4144000	959	1.7749243600248294e-09	8.680160254833953e-10	2.244280291922837e-09
b'1'	4144000	4158000	1096	7.932370961068209e-10	1.521867777228032e-10	1.7043845369364727e-09
b'1'	4158000	4172000	854	1.17336678103518e-09	3.9872807091366867e-10	1.9081380415373226e-09
b'1'	4172000	4186000	942	8.67538896113604e-10	1.8584175571026733e-10	1.7500569769494405e-09
b'1'	4186000	4200000	1252	7.192837474034932e-10	1.389370517035418e-10	1.6486732571996453e-09
b'1'	4200000	4214000	887	1.9731325910781778e-09	1.1248677299474125e-09	2.400516658103649e-09
b'1'	4214000	4228000	1143	1.625790200224074e-09	7.491361564219688e-10	2.157868004262596e-09
b'1'	4228000	4242000	808	2.2056344675182582e-09	1.4493476815437556e-09	2.5940342354215386e-09
b'1'	4242000	4256000	853	7.271869666537565e-10	1.4684027095380516e-10	1.6565764764499084e-09
b'1'	4256000	4270000	927	1.053511142417425e-09	3.3318241103236903e-10	1.8471529780010387e-09
b'1'	4270000	4284000	1181	1.6138431164528458e-09	7.371890726507405e-10	2.145920920491368e-09
b'1'	4284000	4298000	666	1.3514812746490403e-09	4.975523221001634e-10	1.9578515952706477e-09
b'1'	4298000	4312000	1087	1.0744802410754794e-09	3.423532598133527e-10	1.8379284068724665e-09
b'1'	4312000	4326000	1194	5.457177894354109e-10	9.606301490955702e-11	1.4980102121310881e-09
b'1'	4326000	4340000	1069	4.3688322317867804e-10	4.859147164902117e-11	1.3804796130916042e-09
b'1'	4340000	4354000	1097	1.1241767436205725e-09	3.408015011681504e-10	1.873472002793128e-09
b'1'	4354000	4368000	1285	1.2615329498557986e-09	4.2547851028777504e-10	1.9468915641609857e-09
b'1'	4368000	4382000	1461	1.6229767498648754e-09	7.463227060627701e-10	2.1550545539033976e-09
b'1'	4382000	4396000	1170	4.4308209428312574e-10	5.479034275346887e-11	1.386678484196052e-09
b'1'	4396000	4410000	1035	1.3679763104703822e-09	5.140473579215054e-10	1.97434663109199e-09
b'1'	4410000	4424000	907	4.956999655932092e-10	3.1616516145836926e-11	1.4471767684949608e-09
b'1'	4424000	4438000	163	7.477117122740661e-10	1.673650165741147e-10	1.677101222070218e-09
b'1'	4438000	4452000	780	5.416834943039654e-10	9.202871977811147e-11	1.4939759169996425e-09
b'1'	4452000	4466000	834	1.5904703766206097e-09	7.176177628226178e-10	2.123491792514451e-09
b'1'	4466000	4480000	889	9.466027163689812e-10	2.4044362683267445e-10	1.782199341595013e-09
b'1'	4480000	4494000	1300	4.95512575459437e-10	1.0561090617511652e-10	1.4377044583061584e-09
b'1'	4494000	4508000	1393	2.842364865519344e-09	2.158882289427823e-09	3.1902293027749956e-09
b'1'	4508000	4522000	1099	1.2582293922474517e-09	4.221749526794281e-10	1.9435880065526387e-09
b'1'	4522000	4536000	980	2.0824903716277857e-09	1.2361813959506178e-09	2.5094551296213165e-09
b'1'	4536000	4550000	1038	8.44010533437688e-10	1.6231339303435133e-10	1.7265286142735245e-09
b'1'	4550000	4564000	1443	2.268956143252154e-09	1.4312217391832855e-09	2.665843005516066e-09
b'1'	4564000	4578000	1320	9.378953136110386e-10	2.0968682843207808e-10	1.7683608210841602e-09
b'1'	4578000	4592000	724	2.949617553633109e-09	2.2192412330984773e-09	3.2810311390968444e-09
b'1'	4592000	4606000	704	1.888881220256825e-09	1.038504523419751e-09	2.367653059097866e-09
b'1'	4606000	4620000	993	5.536601833740183e-10	1.0400540884816445e-10	1.5059526060696956e-09
b'1'	4620000	4634000	834	2.901762332502703e-09	2.1713860119680716e-09	3.2331759179664387e-09
b'1'	4634000	4648000	675	7.625575411265939e-10	1.4151222595210954e-10	1.646112942192144e-09
b'1'	4648000	4662000	714	1.2499003454243438e-09	3.9366180840734827e-10	1.9311037779753025e-09
b'1'	4662000	4676000	492	2.759223551476024e-09	2.004390988354769e-09	3.1136732488466644e-09
b'1'	4676000	4690000	477	7.554777336404706e-10	1.5127058266227288e-10	1.6546301250719276e-09
b'1'	4690000	4704000	61	7.989379103911394e-10	1.5788759200712168e-10	1.7100853512207912e-09
b'1'	4774000	4788000	109	1.2662062736613992e-09	4.0996773664440365e-10	1.947409706212358e-09
b'1'	4788000	4802000	567	1.3512924536480335e-09	4.973635010991567e-10	1.9576627742696414e-09
b'1'	4802000	4816000	856	2.0931008309816995e-09	1.2467918553045316e-09	2.5200655889752303e-09
b'1'	4816000	4830000	691	1.061102858102612e-09	3.407741267175561e-10	1.8547446936862257e-09
b'1'	4830000	4844000	1121	8.38981010693242e-11	0	8.912616715124111e-10
b'1'	4844000	4858000	1060	1.1743831424071683e-09	3.997444322856571e-10	1.909154402909311e-09
b'1'	4858000	4872000	774	7.544988648375748e-10	1.5029171385937707e-10	1.6536512562690318e-09
b'1'	4872000	4886000	649	1.8268582804070976e-09	1.0252028467050667e-09	2.2839665927199235e-09
b'1'	4886000	4900000	847	6.850938921102185e-10	1.405049237449292e-10	1.6174185651299533e-09
b'1'	4900000	4914000	801	6.045071684036081e-10	1.1330391533121612e-10	1.542924195822089e-09
b'1'	4914000	4928000	942	7.582607314111472e-10	1.5405358043294956e-10	1.6574131228426043e-09
b'1'	4928000	4942000	621	5.088520054057005e-10	1.189503361213801e-10	1.4510438882524219e-09
b'1'	4942000	4956000	777	4.1548544445751873e-10	5.909508556650649e-11	1.3601835086777804e-09
b'1'	4956000	4970000	803	7.685992150719614e-10	1.4755389989747704e-10	1.6521546161375114e-09
b'1'	4970000	4984000	862	7.64248033593835e-10	1.432027184193506e-10	1.647803434659385e-09
b'1'	4984000	4998000	792	1.3604170285363907e-09	5.064880759875138e-10	1.9667873491579983e-09
b'1'	4998000	5012000	831	4.2947193035838317e-10	4.1180178828726296e-11	1.3730683202713093e-09
b'1'	5012000	5026000	1079	1.1837669666878721e-09	4.1943295810287287e-10	1.9112276750263845e-09
b'1'	5026000	5040000	885	1.229349943302186e-09	4.5001092359468245e-10	1.9120950981585203e-09
b'1'	5040000	5054000	1081	1.101850483130693e-09	3.697235018685664e-10	1.86529864892768e-09
b'1'	5054000	5068000	995	1.3928320055683566e-09	5.738824002160196e-10	2.0088628430208978e-09
b'1'	5068000	5082000	953	4.164628180433021e-10	6.007245915228988e-11	1.361160882263564e-09
b'1'	5082000	5096000	1203	1.2700258680756516e-09	4.13787331058656e-10	1.9512293006266103e-09
b'1'	5096000	5110000	1235	9.324008701125902e-10	2.262417805762834e-10	1.7679974953386219e-09
b'1'	5110000	5124000	1358	6.582285901373367e-10	1.6767542538145648e-10	1.618649560667843e-09
b'1'	5124000	5138000	1230	8.597893379627326e-10	2.3169200548480445e-10	1.7525528399766817e-09
b'1'	5138000	5152000	1360	3.254329502939662e-10	0	1.2488394238014925e-09
b'1'	5152000	5166000	1173	6.682876688751646e-10	1.3281692335331575e-10	1.5563398423396017e-09
b'1'	5166000	5180000	1177	1.36696974277048e-09	5.130407902216031e-10	1.9733400633920878e-09
b'1'	5180000	5194000	925	1.5716749107426748e-09	6.629638834839175e-10	2.1400587007765524e-09
b'1'	5194000	5208000	1324	8.487898480364663e-10	2.2069251555853823e-10	1.7415533500504153e-09
b'1'	5208000	5222000	1187	5.216697935310523e-10	5.7586344083680035e-11	1.473146596432804e-09
b'1'	5222000	5236000	1352	2.268357906885496e-09	1.4306235028166278e-09	2.6652447691494083e-09
b'1'	5236000	5250000	1247	1.762692861038544e-09	8.5578452649711e-10	2.2320487929365517e-09
b'1'	5250000	5264000	1503	1.513693473894624e-09	6.878284655698019e-10	2.0751550289210786e-09
b'1'	5264000	5278000	1560	1.1712222861395006e-09	3.9658357601798935e-10	1.9059935466416432e-09
b'1'	5278000	5292000	1289	2.1739121401321355e-09	1.3796541529743152e-09	2.5860788631060857e-09
b'1'	5292000	5306000	1092	1.430651632953402e-09	5.68423498229705e-10	2.012655078390753e-09
b'1'	5306000	5320000	1050	1.1584627395485992e-09	3.8382402942708797e-10	1.893234000050742e-09
b'1'	5320000	5334000	916	8.369718264223206e-10	2.0887449394439252e-10	1.7297353284362696e-09
b'1'	5334000	5348000	709	1.5602989002272296e-09	6.515878729684723e-10	2.128682690261107e-09
b'1'	5348000	5362000	1182	6.483793956558991e-10	1.5782623090001885e-10	1.6088003661864054e-09
b'1'	5362000	5376000	947	9.527423211311306e-10	2.2453383595217006e-10	1.7832078286042522e-09
b'1'	5376000	5390000	1369	1.5611118248509379e-09	6.524007975921806e-10	2.1294956148848153e-09
b'1'	5390000	5404000	1364	1.2684020311412655e-09	4.121634941242699e-10	1.949605463692224e-09
b'1'	5404000	5418000	1224	1.2424257862299818e-09	3.861872492129862e-10	1.9236292187809402e-09
b'1'	5418000	5432000	1384	2.2094203572467694e-09	1.4531335712722668e-09	2.59782012515005e-09
b'1'	5432000	5446000	1147	1.1621770496516506e-09	3.875383395301393e-10	1.896948310153793e-09
b'1'	5446000	5460000	1189	1.0444850151157745e-09	3.241562837307186e-10	1.8381268506993882e-09
b'1'	5460000	5474000	1107	1.1442887314419778e-09	3.6091348898955564e-10	1.8935839906145333e-09
b'1'	5474000	5488000	1388	8.527206741437364e-10	2.2462334166580825e-10	1.7454841761576853e-09
b'1'	5488000	5502000	536	9.824997433780625e-10	2.388082294511151e-10	1.8131832542442992e-09
b'1'	5502000	5516000	1105	1.9923153050402255e-09	1.1836087227842675e-09	2.43258026841524e-09
b'1'	5516000	5530000	1272	1.0246133803301464e-09	3.042846489450905e-10	1.8182552159137601e-09
b'1'	5530000	5544000	1273	1.2164909515344108e-09	4.371519318269074e-10	1.8992361063907455e-09
b'1'	5544000	5558000	1313	1.8291922146383604e-09	1.0275367809363294e-09	2.2863005269511863e-09
b'1'	5558000	5572000	1389	1.1694778615025198e-09	3.9483915138100853e-10	1.9042491220046624e-09
b'1'	5572000	5586000	1365	6.490900225088364e-10	1.5853685775295614e-10	1.6095109930393426e-09
b'1'	5586000	5600000	684	5.66817230652194e-10	7.561397757980204e-11	1.505234258070675e-09
b'1'	5600000	5614000	1303	1.7383494593941237e-09	8.577332849684269e-10	2.247134506820254e-09
b'1'	5614000	5628000	937	1.9751862717820128e-09	1.1269214106512475e-09	2.402570338807484e-09
b'1'	5628000	5642000	1075	8.556321582841245e-10	1.7393501788078784e-10	1.738150239119961e-09
b'1'	5642000	5656000	1066	5.185176764959026e-10	5.4434227048530406e-11	1.4699944793976544e-09
b'1'	5656000	5670000	1196	1.4446637361582338e-09	5.824356014345368e-10	2.026667181595585e-09
b'1'	5670000	5684000	1089	1.264134615171173e-09	4.280801756031495e-10	1.94949322947636e-09
b'1'	5684000	5698000	962	1.2608425956548765e-09	4.2478815608685286e-10	1.9462012099600633e-09
b'1'	5698000	5712000	1096	8.645026334843777e-10	1.8280549308104097e-10	1.7470207143202139e-09
b'1'	5712000	5726000	1006	9.393854968257933e-10	2.1117701164683275e-10	1.7698510042989149e-09
b'1'	5726000	5740000	155	8.715753842301477e-10	1.8987824382681099e-10	1.754093465065984e-09
b'1'	5740000	5754000	829	1.048044890317609e-09	3.2771615893255303e-10	1.8416867259012227e-09
b'1'	5754000	5768000	902	1.1665547058177727e-09	3.9191599569626147e-10	1.9013259663199154e-09
b'1'	5768000	5782000	628	7.476636659641887e-10	1.673169702642373e-10	1.6770531757603406e-09
b'1'	5782000	5796000	831	2.4849253294726017e-10	0	1.1635515226395014e-09
b'1'	5796000	5810000	922	8.160965734075199e-10	1.7504625502350216e-10	1.7272440142371717e-09
b'1'	5810000	5824000	294	2.9961045108226166e-10	0	1.223016924589788e-09
b'1'	5824000	5838000	1042	3.069655237391317e-10	0	1.230371997246658e-09
b'1'	5838000	5852000	650	9.364039591428794e-10	2.0819547396391892e-10	1.766869466616001e-09
b'1'	5852000	5866000	359	1.6175779445169697e-09	7.409239007148644e-10	2.1496557485554917e-09
b'1'	5866000	5880000	756	8.550851108040913e-10	2.2698777832616322e-10	1.7478486128180403e-09
b'1'	5880000	5894000	1030	5.926402658354683e-10	7.546272060151952e-11	1.5459398717568553e-09
b'1'	5894000	5908000	1092	3.868469521524504e-10	8.581333467443112e-11	1.3047310542109586e-09
b'1'	5908000	5922000	628	6.552476810759376e-10	1.1977693555408876e-10	1.5432998545403747e-09
b'1'	5922000	5936000	962	1.2104392845546756e-09	4.311002648471721e-10	1.89318443941101e-09
b'1'	5936000	5950000	1302	5.09988459681262e-10	4.5905010233889714e-11	1.4614652625830136e-09
b'1'	5950000	5964000	1411	1.5579234737210987e-09	6.492124464623415e-10	2.126307263754976e-09
b'1'	5964000	5978000	1128	1.859754369150152e-09	1.0920076834797847e-09	2.2900575289209253e-09
b'1'	5978000	5992000	940	7.635798709068891e-10	1.4253455573240468e-10	1.647135271972439e-09
b'1'	5992000	6006000	1322	1.4397015092868539e-09	5.774733745631568e-10	2.021704954724205e-09
b'1'	6006000	6020000	432	1.56375703836471e-09	6.550460111059528e-10	2.1321408283985877e-09
b'1'	6020000	6034000	1114	3.1556411862778635e-10	0	1.2389705921353126e-09
b'1'	6034000	6048000	1000	3.466786449798835e-10	1.4703966677290044e-11	1.3287693232052947e-09
b'1'	6048000	6062000	996	1.177164249351205e-09	4.025255392296938e-10	1.9119355098533475e-09
b'1'	6062000	6076000	1038	1.6011063543465745e-09	7.282537405485826e-10	2.134127770240416e-09
b'1'	6076000	6090000	926	1.1016955038769964e-09	3.695685226148697e-10	1.8651436696739838e-09
b'1'	6090000	6104000	1261	1.7323211676419119e-09	8.517049932162151e-10	2.241106215068042e-09
b'1'	6104000	6118000	959	1.0783118346070584e-09	3.461848533449317e-10	1.8417600004040455e-09
b'1'	6118000	6132000	877	7.31797518460308e-10	1.5145082276035667e-10	1.66118702825646e-09
b'1'	6132000	6146000	944	6.63988819995971e-10	1.285180744741222e-10	1.5520409934604082e-09
b'1'	6146000	6160000	702	1.2122068897294514e-09	4.32867870021948e-10	1.894952044585786e-09
b'1'	6160000	6174000	1003	7.090111074358335e-10	1.286644117358821e-10	1.6384006172319856e-09
b'1'	6174000	6188000	909	8.21792254113086e-10	1.8074193572906828e-10	1.7329396949427376e-09
b'1'	6188000	6202000	983	1.6834559720442757e-09	8.487725552160344e-10	2.2100314830171802e-09
b'1'	6202000	6216000	662	7.669892649665063e-10	1.459439497920219e-10	1.6505446660320563e-09
b'1'	6216000	6230000	1064	7.72570607103907e-10	1.6836345612570928e-10	1.671722998535364e-09
b'1'	6230000	6244000	1394	4.3135640232566863e-10	4.306465079601176e-11	1.3749527922385949e-09
b'1'	6244000	6258000	1031	1.7317197414787477e-09	8.511035670530509e-10	2.2405047889048777e-09
b'1'	6258000	6272000	1057	1.0967990416382753e-09	3.646720603761486e-10	1.8602472074352624e-09
b'1'	6272000	6286000	937	8.896934058870461e-10	1.8727479649857951e-10	1.7018194223232556e-09
b'1'	6286000	6300000	889	1.440686209436488e-09	5.784580747127909e-10	2.0226896548738392e-09
b'1'	6300000	6314000	954	8.750733699036727e-10	1.9337622950033604e-10	1.757591450739509e-09
b'1'	6314000	6328000	306	1.3029604094320543e-09	4.102549804089658e-10	1.9310365449768846e-09
b'1'	6328000	6342000	734	2.9312378464822e-09	2.2008615259475683e-09	3.2626514319459354e-09
b'1'	6342000	6356000	444	1.1787265491456898e-09	4.0408783902417854e-10	1.9134978096478324e-09
b'1'	6356000	6370000	554	1.5771461842799597e-09	6.684351570212024e-10	2.1455299743138373e-09
b'1'	6370000	6384000	892	9.374522309400741e-10	2.0924374576111362e-10	1.7679177384131957e-09
b'1'	6384000	6398000	1198	1.1292236620812256e-09	3.458484196288035e-10	1.878518921253781e-09
b'1'	6398000	6412000	1264	1.058815798927822e-09	3.38487067542766e-10	1.8524576345114356e-09
b'1'	6412000	6426000	1305	1.99750420682584e-09	1.1887976245698821e-09	2.4377691702008545e-09
b'1'	6426000	6440000	654	1.601603613717577e-09	7.287509999195851e-10	2.1346250296114183e-09
b'1'	6440000	6454000	1345	3.049425376718963e-10	2.6392007807755233e-11	1.20561481887295e-09
b'1'	6454000	6468000	672	5.21682513287485e-10	1.3178084400316457e-10	1.4638743961342063e-09
b'1'	6468000	6482000	1265	1.3399848867005476e-09	5.130451089356131e-10	1.983791605747838e-09
b'1'	6482000	6496000	1066	1.0744593703366192e-09	3.423323890744925e-10	1.8379075361336064e-09
b'1'	6496000	6510000	1388	5.107762895777677e-10	4.6692840130395466e-11	1.4622530924795195e-09
b'1'	6510000	6524000	1162	3.3201678996427777e-10	6.381446274488153e-12	1.255423263471804e-09
b'1'	6524000	6538000	1164	1.2505450082823405e-09	3.9430647126534495e-10	1.931748440833299e-09
b'1'	6538000	6552000	1038	2.085133417076745e-09	1.2388244413995772e-09	2.512098175070276e-09
b'1'	6552000	6566000	995	8.396752537223342e-10	2.1157792124440612e-10	1.7324387557362832e-09
b'1'	6566000	6580000	703	3.338527172159819e-10	8.217373526192284e-12	1.2572591907235082e-09
b'1'	6580000	6594000	550	1.013374424485735e-09	3.0303470272013897e-10	1.8617677522982371e-09
b'1'	6594000	6608000	1141	9.827416570467007e-10	2.3905014311975337e-10	1.8134251679129375e-09
b'1'	6608000	6622000	173	8.101981911020875e-10	1.691478727180698e-10	1.7213456319317391e-09
b'1'	6622000	6636000	1494	1.005343134634661e-09	2.616516207077136e-10	1.8360266455008977e-09
b'1'	6636000	6650000	1203	2.2896147662653174e-09	1.5404868066003427e-09	2.6398712067830993e-09
b'1'	6650000	6664000	1260	1.021339029296061e-09	3.0101029791100507e-10	1.8149808648796747e-09
b'1'	6664000	6678000	830	7.716128208622955e-10	1.6740566988409782e-10	1.6707652122937524e-09
b'1'	6678000	6692000	980	2.3491492053927416e-11	0	6.37007989381476e-10
b'1'	6692000	6706000	1122	1.0223163281209888e-09	3.0198759673593286e-10	1.8159581637046025e-09
b'1'	6706000	6720000	1261	1.732426854571471e-09	8.518106801457742e-10	2.2412119019976012e-09
b'1'	6720000	6734000	607	1.9875937582833657e-09	1.1788871760274077e-09	2.42785872165838e-09
b'1'	6734000	6748000	1038	7.677038292245063e-10	1.4665851405002193e-10	1.6512592302900563e-09
b'1'	6748000	6762000	733	2.5843513496128667e-09	1.7650646278146598e-09	2.9212715469097863e-09
b'1'	6762000	6776000	998	7.523957465875309e-10	1.313504314130465e-10	1.6359511476530809e-09
b'1'	6776000	6790000	1011	1.100807282611538e-09	3.686803013494113e-10	1.864255448408525e-09
b'1'	6790000	6804000	1183	1.0575186233219887e-09	3.371898919369328e-10	1.8511604589056024e-09
b'1'	6804000	6818000	1236	5.068390942884628e-10	1.1693742500414238e-10	1.4490309771351842e-09
b'1'	6818000	6832000	834	6.112869190815052e-10	9.410937384755636e-11	1.5645865250028922e-09
b'1'	6832000	6846000	1026	1.0323968576099945e-09	3.1206812622493864e-10	1.8260386931936083e-09
b'1'	6846000	6860000	1169	6.069178946791712e-10	8.974034944522242e-11	1.5602175006005582e-09
b'1'	6860000	6874000	865	2.982992494160516e-09	2.2526161736258843e-09	3.3144060796242514e-09
b'1'	6874000	6888000	1046	8.816152438136971e-10	1.999181034103604e-10	1.7641333246495335e-09
b'1'	6888000	6902000	864	1.13538072940724e-09	3.520054869548178e-10	1.8846759885797953e-09
b'1'	6902000	6916000	886	5.335321483325796e-10	6.94486988852074e-11	1.4850089512343314e-09
b'1'	6916000	6930000	956	1.4345907201352178e-09	5.723625854115207e-10	2.016594165572569e-09
b'1'	6930000	6944000	742	1.8858332700138373e-09	1.0354565731767632e-09	2.364605108854878e-09
b'1'	6944000	6958000	971	1.515904850163243e-09	6.90039841838421e-10	2.0773664051896976e-09
b'1'	6958000	6972000	1190	1.0757963560980692e-09	3.436693748359425e-10	1.8392445218950563e-09
b'1'	6972000	6986000	1061	6.616816501510195e-10	1.2621090462917071e-10	1.5497338236154566e-09
